event,fname,dist,azimuth,back_azimuth,pkppre_SNR,pkpdf_SNR,array
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Z25A_BHZ.SAC,136.67265,23.618483,331.6108,1.2309885734607844,10.527016957112703,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_528A_BHZ.SAC,140.18915,23.619326,332.61996,1.3772112006908708,16.733021043113247,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_U22A_BHZ.SAC,133.11757,23.673622,330.35608,1.073928905380086,11.3107779614156,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_S21A_BHZ.SAC,131.63208,23.68749,329.78488,0.6321824301375826,26.85845473807966,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC53_BHZ.SAC,137.6243,23.813847,331.68225,3.679638204474201,13.78410971460202,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_226B_BHZ.SAC,137.94843,23.85317,331.73477,1.637942331578326,17.06137852468936,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_427A_BHZ.SAC,139.33568,23.85349,332.13116,0.9253986836670296,15.851423668323315,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC70_BHZ.SAC,138.74594,23.87305,331.94388,1.4920884447426517,24.763924152093992,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_O18A_BHZ.SAC,128.51399,23.875782,328.27502,0.8910816812224257,26.59118824220437,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_T21A_BHZ.SAC,132.31384,23.901917,329.79694,1.1620210542896252,12.278313681882242,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Y24A_BHZ.SAC,135.81934,23.932173,330.98813,1.2502534285961249,19.21211642882641,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC72_BHZ.SAC,139.01318,23.937893,331.94806,1.2643811490503971,18.25993425428964,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_125A_BHZ.SAC,137.24077,23.986734,331.37405,1.2880061796459208,11.67889003500469,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_V22A_BHZ.SAC,133.49696,24.04229,330.071,1.920305950142325,28.61656309154476,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Q19A_BHZ.SAC,129.93024,24.12687,328.58948,1.4780131035598187,67.83380016988534,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC60_BHZ.SAC,137.80403,24.200436,331.30682,2.5293306424997413,10.322768385949574,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_US_HWUT_BHZ.SAC,126.75081,24.229061,327.0429,1.227361441627662,13.140612412291423,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_628A_BHZ.SAC,140.74484,24.23138,332.09818,1.5585367683367506,30.74163839005053,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_K15A_BHZ.SAC,125.45608,24.239958,326.3911,2.0753192805431366,15.607115521399557,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_X23A_BHZ.SAC,134.94432,24.249342,330.34103,0.9741488085751252,21.818470820989184,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IU_ANMO_BHZ.SAC,134.51828,24.26579,330.17676,1.3931122957480246,22.34162325158875,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Z24A_BHZ.SAC,136.36748,24.274347,330.78085,1.046893599720752,11.48469231495064,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC36_BHZ.SAC,136.72565,24.306894,330.8579,1.3219580078504507,13.043547026836354,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_U21A_BHZ.SAC,132.7488,24.404612,329.38354,1.1261458719923203,17.195132262986384,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC64_BHZ.SAC,138.17383,24.413902,331.18076,0.7493061131978512,10.927293456331178,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_P18A_BHZ.SAC,128.95734,24.506893,327.7282,0.659109891152877,56.77912210651967,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_O17A_BHZ.SAC,128.27644,24.527075,327.40112,0.7986541125393337,23.989752864136506,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_L15A_BHZ.SAC,126.08198,24.595085,326.2805,1.224531002323764,13.190324556625768,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_527A_BHZ.SAC,139.86848,24.612028,331.4474,2.267560945528165,19.514712767966227,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_US_MVCO_BHZ.SAC,131.7436,24.645552,328.72354,0.77442111446493,10.96165975525494,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_K14A_BHZ.SAC,125.305664,24.820448,325.61954,1.2757971645329065,19.53629788455241,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_627A_BHZ.SAC,140.56757,24.862223,331.36548,1.4889820243175582,28.75670314628664,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_P17A_BHZ.SAC,128.8818,25.02785,327.08743,0.720534989361493,12.496984038872696,2009-04-09T08:10:54.020Z_0
